,0,1,2,3,4,5,6
1644,1964,2,0,1,0,0,0
1645,1965,2,1,0,0,0,0
1646,1966,0,0,0,0,1,1
1647,1967,3,0,0,0,0,0
1648,1968,0,0,0,0,3,0
1649,1969,0,0,0,0,0,0
1650,1970,0,0,0,0,0,0
1651,1971,2,0,0,1,0,0
1652,1972,0,0,0,0,4,0
1653,1973,0,0,1,0,0,0
1654,1974,0,0,0,0,3,0
1655,1975,0,0,1,0,0,0
1656,1976,0,0,2,0,0,2
1657,1977,2,0,2,0,1,1
1658,1978,0,0,0,0,0,0
1659,1979,1,0,2,0,1,0
1660,1980,0,0,0,0,3,0
1661,1981,2,0,0,0,0,2
1662,1982,2,0,0,0,1,0
1663,1983,0,0,0,0,5,1
1664,1984,0,7,0,0,0,0
1665,1985,0,0,0,0,0,0
1666,1986,0,0,0,0,2,0
1667,1987,0,0,0,0,0,0
1668,1988,2,0,1,0,1,0
1669,1989,0,7,0,0,0,0
